,name,year,selling_price,km_driven,fuel,owner,seats,max_power (in bph),Mileage(KMPL),Engine (CC)
1748,Hyundai,2017,500000,25000,Petrol,First Owner,5,81.86,20.14,1197
1749,Renault,2016,220000,20000,Petrol,First Owner,5,67.0,23.01,999
1750,Hyundai,2011,280000,100000,Diesel,Second Owner,5,90.0,23.0,1396
1751,Hyundai,2011,320000,155000,Diesel,First Owner,5,90.0,23.0,1396
1752,Ford,2012,140000,70000,Diesel,Fourth & Above Owner,5,68.0,20.0,1399
1753,Maruti,2012,310000,25000,Diesel,Second Owner,5,88.8,21.5,1248
1754,Maruti,2012,380000,100000,Diesel,Second Owner,5,74.0,22.9,1248
1755,Tata,2015,475000,25000,Diesel,First Owner,5,74.0,22.95,1248
1756,Hyundai,2010,275000,80000,Petrol,First Owner,5,68.05,19.81,1086
1757,Renault,2014,650000,129000,Diesel,First Owner,5,108.45,19.72,1461
1758,Volkswagen,2018,650000,82000,Diesel,First Owner,5,108.62,21.73,1498
1759,Maruti,2017,445000,39500,Petrol,First Owner,5,81.8,20.52,1197
1760,Hyundai,2018,750000,40000,Diesel,First Owner,5,88.76,22.54,1396
1761,Maruti,2012,425000,56000,Diesel,Second Owner,5,74.0,22.9,1248
1762,Hyundai,2017,850000,54000,Diesel,First Owner,5,88.73,22.54,1396
1763,Maruti,2016,400000,20000,Petrol,Second Owner,5,67.04,20.51,998
1764,Maruti,2014,206000,120000,Petrol,Second Owner,5,47.3,22.74,796
1765,Hyundai,2014,290000,50000,Petrol,First Owner,5,55.2,21.1,814
1766,Maruti,2010,170000,100000,Petrol,First Owner,5,46.3,19.7,796
1767,Volkswagen,2012,315000,130000,Diesel,Second Owner,5,103.6,20.54,1598
1768,Maruti,2011,225000,76000,Petrol,Second Owner,5,67.1,20.92,998
1769,Ford,2013,250000,25000,Diesel,First Owner,5,68.1,20.0,1399
1770,Hyundai,2011,360000,157000,Diesel,Second Owner,5,126.3,22.32,1582
1771,Hyundai,2011,380000,157000,Diesel,Second Owner,5,126.3,22.32,1582
1772,Tata,2010,160000,30000,Diesel,Second Owner,5,88.8,21.12,1248
1773,Maruti,2014,229999,30000,Petrol,Second Owner,5,47.3,22.74,796
1774,Maruti,2014,440000,70000,Diesel,Second Owner,5,74.0,22.9,1248
1775,Volkswagen,2012,240000,200000,Diesel,First Owner,5,73.9,22.07,1199
1776,Hyundai,2012,465000,146000,Diesel,Second Owner,5,126.32,22.32,1582
1777,Hyundai,2013,325000,70000,Petrol,First Owner,5,78.9,20.36,1197
1778,Maruti,2006,110000,120000,Petrol,Third Owner,5,46.3,19.7,796
1779,Maruti,2018,750000,40000,Petrol,First Owner,5,91.1,20.73,1373
1780,Hyundai,2018,350000,25000,Petrol,First Owner,5,55.2,21.1,814
1781,Maruti,2014,200000,40000,Petrol,Third Owner,5,47.3,22.74,796
1782,Tata,2012,200000,120000,Diesel,First Owner,5,69.0,23.03,1396
1783,Hyundai,2016,276000,60000,Petrol,First Owner,5,68.05,20.3,998
1784,Hyundai,2014,250000,40000,Petrol,First Owner,5,55.2,21.1,814
1785,Maruti,2008,95000,80000,Petrol,Second Owner,5,46.3,19.7,796
1786,Tata,2011,200000,70000,Diesel,Second Owner,5,70.0,23.57,1396
1787,Hyundai,2012,450000,100000,Diesel,Second Owner,5,126.32,22.32,1582
1788,Hyundai,2010,200000,70000,Petrol,Second Owner,5,78.9,20.36,1197
1789,Ford,2013,325000,120000,Diesel,Second Owner,5,68.1,20.0,1399
1790,Hyundai,2013,325000,70000,Petrol,Second Owner,5,78.9,20.36,1197
1791,Hyundai,2016,900000,130000,Diesel,First Owner,5,88.7,21.38,1396
1792,Hyundai,2016,950000,133000,Diesel,First Owner,5,88.7,21.38,1396
1793,Volkswagen,2010,320000,120000,Diesel,Third Owner,5,103.6,20.54,1598
1794,Volkswagen,2015,620000,33000,Diesel,First Owner,5,88.8,20.14,1498
1795,Maruti,2009,150000,70000,Petrol,Second Owner,5,46.3,19.7,796
1796,Ford,2012,190000,112000,Diesel,Second Owner,5,68.0,20.0,1399
1797,Maruti,2012,400000,90000,Diesel,First Owner,7,88.76,20.77,1248
1798,Hyundai,2016,930000,47552,Diesel,Second Owner,5,126.2,19.67,1582
1799,Ford,2019,950000,20000,Diesel,First Owner,5,98.96,23.0,1498
1800,Maruti,2004,70000,70000,Petrol,Second Owner,5,46.3,19.7,796
1801,Ford,2015,300000,140000,Diesel,First Owner,5,68.05,20.0,1399
1802,Tata,2017,520000,40000,Petrol,First Owner,5,84.0,20.3,1199
1803,Maruti,2014,190000,70000,Petrol,Third Owner,5,47.3,22.74,796
1804,Maruti,2020,360000,5000,Petrol,First Owner,5,47.3,22.05,796
1805,Maruti,2013,160000,70000,Petrol,Second Owner,5,47.3,22.74,796
1806,Maruti,2007,85000,120000,Petrol,Third Owner,5,46.3,19.7,796
1807,Maruti,2013,390000,100000,Diesel,First Owner,5,74.0,23.4,1248
1808,Toyota,2015,450000,80000,Diesel,First Owner,5,67.04,23.59,1364
1809,Hyundai,2012,500000,70000,Diesel,First Owner,5,126.32,22.32,1582
1810,Maruti,2019,610000,18000,Petrol,First Owner,5,81.8,21.21,1197
1811,Hyundai,2012,450000,150000,Diesel,Third Owner,5,126.32,22.32,1582
1812,Hyundai,2011,450000,108000,Diesel,First Owner,5,126.3,22.32,1582
1813,Maruti,2013,650000,90000,Diesel,First Owner,7,88.76,20.77,1248
1814,Maruti,2016,500000,40000,Petrol,First Owner,5,83.14,20.85,1197
1815,Maruti,2011,400000,60000,Diesel,First Owner,5,74.0,22.9,1248
1816,Hyundai,2012,280000,65000,Petrol,First Owner,5,78.9,20.36,1197
1817,Maruti,2014,580000,88000,Diesel,First Owner,5,74.0,23.4,1248
1818,Hyundai,2014,190000,60000,Petrol,Second Owner,5,55.2,21.1,814
1819,Hyundai,2019,811000,43000,Diesel,First Owner,5,88.76,22.54,1396
1820,Maruti,2016,409999,120000,Diesel,First Owner,5,73.94,23.2,1248
1821,Maruti,2014,420000,120000,Diesel,Second Owner,5,74.0,23.4,1248
1822,Renault,2017,350000,25000,Petrol,First Owner,5,67.0,23.01,999
1823,Toyota,2015,509999,100000,Diesel,Second Owner,5,67.05,23.59,1364
1824,Maruti,2013,240000,44000,Petrol,Second Owner,5,67.1,20.92,998
1825,Hyundai,2015,530000,100000,Diesel,Second Owner,5,88.73,22.54,1396
1826,Hyundai,2014,350000,64000,Petrol,First Owner,5,78.9,20.36,1197
1827,Maruti,2013,370000,90000,Diesel,Second Owner,5,74.0,22.9,1248
1828,Hyundai,2014,320000,15000,Petrol,First Owner,5,78.9,20.36,1197
1829,Maruti,2017,440000,35000,Petrol,First Owner,5,67.0,20.51,998
1830,Hyundai,2012,179000,30000,Petrol,Second Owner,5,55.2,21.1,814
1831,Hyundai,2008,140000,60000,Petrol,Second Owner,5,78.9,20.36,1197
1832,Ford,2011,250000,55130,Diesel,Second Owner,5,68.0,20.0,1399
1833,Maruti,2014,330000,22000,Petrol,First Owner,5,67.04,20.51,998
1834,Maruti,2015,550000,29434,Petrol,First Owner,5,91.1,20.73,1373
1835,Renault,2013,400000,44500,Diesel,Second Owner,5,83.8,20.46,1461
1836,Maruti,2016,375000,34500,Petrol,First Owner,5,67.04,20.51,998
1837,Hyundai,2012,140000,20000,Petrol,First Owner,5,55.2,21.1,814
1838,Hyundai,2019,550000,3000,Petrol,First Owner,5,81.86,20.14,1197
1839,Ford,2018,950000,35000,Diesel,First Owner,5,98.96,23.0,1498
1840,Maruti,2018,375000,50000,CNG,First Owner,5,61.7,21.94,1196
1841,Maruti,2016,590000,40000,Petrol,Second Owner,5,91.1,20.73,1373
1842,Hyundai,2019,420000,30000,Petrol,First Owner,5,68.0,20.3,1086
1843,Tata,2019,530000,20000,Petrol,First Owner,5,83.81,20.3,1199
1844,Maruti,2013,350000,110000,Diesel,Third Owner,5,74.0,22.9,1248
1845,Renault,2017,325000,16500,Petrol,Second Owner,5,67.0,23.01,999
1846,Maruti,2012,180000,80000,Petrol,Third Owner,5,46.3,19.7,796
1847,Maruti,2020,700000,20000,Petrol,First Owner,5,88.5,23.26,1197
1848,Volkswagen,2018,885000,75000,Diesel,First Owner,5,108.5,21.5,1498
1849,Maruti,2011,160000,140000,Diesel,First Owner,5,73.9,21.1,1248
1850,Hyundai,2012,300000,120000,Diesel,Second Owner,5,90.0,23.0,1396
1851,Volkswagen,2018,950000,75000,Diesel,First Owner,5,108.5,21.5,1498
1852,Maruti,2015,549000,90000,Diesel,First Owner,7,88.76,20.77,1248
1853,Renault,2012,570000,100000,Diesel,Second Owner,5,78.0,21.8,1461
1854,Volkswagen,2015,434999,50000,Diesel,First Owner,5,88.8,20.14,1498
1855,Maruti,2015,260000,25000,Petrol,First Owner,5,47.3,22.74,796
1856,Maruti,2013,450000,24019,Diesel,First Owner,5,74.0,22.9,1248
1857,Hyundai,2013,459999,80000,Diesel,Second Owner,5,126.32,22.32,1582
1858,Maruti,2011,210000,100000,Diesel,Second Owner,5,73.9,21.1,1248
1859,Maruti,2015,540000,93000,Petrol,Second Owner,5,83.14,20.85,1197
1860,Hyundai,2019,990000,19600,Diesel,First Owner,5,88.7,22.1,1396
1861,Ford,2017,880000,33000,Diesel,First Owner,5,98.96,23.0,1498
1862,Maruti,2012,170000,90000,Petrol,Third Owner,5,67.1,20.92,998
1863,Ford,2017,900000,35000,Diesel,First Owner,5,98.96,23.0,1498
1864,Maruti,2013,390000,120000,Diesel,First Owner,5,74.0,22.9,1248
1865,Maruti,2014,445000,80000,Diesel,Second Owner,5,74.0,23.4,1248
1866,Maruti,2014,459999,70000,Diesel,Fourth & Above Owner,5,74.0,23.4,1248
1867,Maruti,2009,200000,120000,Diesel,Second Owner,5,73.9,21.1,1248
1868,Toyota,2014,550000,250000,Diesel,First Owner,5,67.04,23.59,1364
1869,Maruti,2008,129000,60000,Petrol,First Owner,5,46.3,19.7,796
1870,Ford,2014,570000,48000,Diesel,First Owner,5,98.96,21.7,1498
1871,Maruti,2015,650000,50000,Petrol,First Owner,5,83.1,21.4,1197
1872,Maruti,2010,311000,94000,Diesel,Second Owner,5,75.0,21.1,1248
1873,Maruti,2018,440000,20000,Petrol,First Owner,5,67.04,20.51,998
1874,Maruti,2018,440000,17000,Petrol,First Owner,5,67.04,20.51,998
1875,Tata,2010,200000,60000,Diesel,First Owner,5,69.0,23.03,1396
1876,Hyundai,2016,750000,40000,Diesel,First Owner,5,88.73,21.19,1396
1877,Renault,2017,350000,30000,Petrol,First Owner,5,67.0,23.01,999
1878,Maruti,2016,450000,175000,Diesel,First Owner,5,74.0,23.4,1248
1879,Hyundai,2012,254999,90000,Diesel,First Owner,5,90.0,23.0,1396
1880,Volkswagen,2013,280000,80000,Diesel,Second Owner,5,73.9,22.07,1199
1881,Maruti,2017,725000,35000,Petrol,First Owner,5,81.8,21.21,1197
1882,Hyundai,2015,287000,100000,Petrol,Second Owner,5,68.05,19.81,1086
1883,Maruti,2013,240000,108916,Petrol,Second Owner,5,67.04,20.51,998
1884,Hyundai,2013,290000,40000,Petrol,Second Owner,5,55.2,21.1,814
1885,Hyundai,2014,229999,80000,Petrol,First Owner,5,55.2,21.1,814
1886,Maruti,2004,90000,70000,Petrol,Fourth & Above Owner,5,46.3,19.7,796
1887,Hyundai,2012,330000,90000,Diesel,First Owner,5,90.0,23.0,1396
1888,Maruti,2009,200000,70000,Diesel,First Owner,5,73.9,21.1,1248
1889,Hyundai,2014,280000,60000,Petrol,Second Owner,5,55.2,21.1,814
1890,Mahindra,2013,250000,180000,Diesel,First Owner,5,64.1,20.8,1461
1891,Hyundai,2013,509999,120000,Diesel,Second Owner,5,126.3,22.32,1582
1892,Hyundai,2014,525000,80000,Diesel,Second Owner,5,126.32,22.32,1582
1893,Volkswagen,2011,254999,120000,Diesel,Third Owner,5,73.9,22.07,1199
1894,Maruti,2017,440000,30000,Petrol,First Owner,5,67.04,20.51,998
1895,Maruti,2019,780000,7200,Petrol,First Owner,5,100.5,21.1,998
1896,Volkswagen,2011,320000,77000,Diesel,Second Owner,5,73.9,22.07,1199
1897,Maruti,2018,472000,30000,Petrol,First Owner,5,67.0,20.51,998
1898,Tata,2018,525000,110000,Diesel,Second Owner,5,88.7,20.65,1248
1899,Tata,2013,325000,100000,Diesel,First Owner,5,88.8,22.3,1248
1900,Ford,2014,310000,90000,Diesel,Second Owner,5,67.0,19.68,1399
1901,Ford,2014,330000,100000,Diesel,Second Owner,5,67.0,19.68,1399
1902,Ford,2012,250000,80000,Diesel,Second Owner,5,68.0,20.0,1399
1903,Maruti,2015,280000,110000,Petrol,First Owner,5,67.04,20.51,998
1904,Tata,2011,153000,50000,Diesel,Second Owner,5,70.0,23.57,1396
1905,Maruti,2012,235000,80000,Petrol,Third Owner,5,67.1,20.92,998
1906,Maruti,2016,500000,15000,Petrol,First Owner,5,81.8,20.4,1197
1907,Volkswagen,2016,591000,60000,Diesel,First Owner,5,108.5,21.49,1498
1908,Hyundai,2015,585000,72000,Diesel,First Owner,5,88.73,22.54,1396
1909,Hyundai,2014,484999,70100,Diesel,First Owner,5,88.73,22.54,1396
1910,Ford,2011,195000,77395,Diesel,Second Owner,5,68.0,20.0,1399
1911,Volkswagen,2015,651000,69000,Diesel,First Owner,5,108.6,22.15,1498
1912,Maruti,2015,650000,70000,Diesel,First Owner,7,88.76,20.77,1248
1913,Maruti,2011,275000,165000,Diesel,First Owner,5,73.9,21.1,1248
1914,Volkswagen,2011,400000,100000,Diesel,Second Owner,5,103.6,20.54,1598
1915,Maruti,2016,500000,40000,Petrol,First Owner,5,81.8,20.4,1197
1916,Volkswagen,2018,1290000,29899,Diesel,First Owner,5,108.6,22.15,1498
1917,Hyundai,2020,775000,2000,Petrol,First Owner,5,81.86,20.7,1197
1918,Renault,2017,695000,34000,Diesel,First Owner,8,83.8,21.04,1461
1919,Maruti,2016,434999,10000,Petrol,First Owner,5,67.04,23.1,998
1920,Hyundai,2015,850000,59235,Diesel,First Owner,5,126.2,19.67,1582
1921,Hyundai,2013,360000,144000,Diesel,First Owner,5,88.8,21.9,1396
1922,Hyundai,2013,350000,144000,Diesel,First Owner,5,88.8,21.9,1396
1923,Hyundai,2017,860000,40000,Diesel,Second Owner,5,126.2,22.0,1582
1924,Volkswagen,2011,240000,110000,Diesel,First Owner,5,103.6,20.54,1598
1925,Maruti,2018,545000,10000,Petrol,First Owner,5,67.04,23.1,998
1926,Maruti,2018,775000,21147,Petrol,First Owner,5,83.1,21.4,1197
1927,Maruti,2017,620000,37000,Petrol,First Owner,5,81.8,21.01,1197
1928,Maruti,2018,775000,17000,Petrol,First Owner,5,81.8,21.01,1197
1929,Maruti,2017,380000,50000,Petrol,First Owner,5,67.04,23.1,998
1930,Maruti,2016,240000,35000,Petrol,Second Owner,5,47.3,22.74,796
1931,Maruti,2015,420000,36000,Petrol,First Owner,5,83.11,20.4,1197
1932,Ford,2011,130000,180000,Diesel,Second Owner,5,68.0,20.0,1399
1933,Maruti,2012,110000,80000,Petrol,First Owner,5,67.1,20.92,998
1934,Maruti,2007,120000,120000,Petrol,Second Owner,5,46.3,19.7,796
1935,Toyota,2018,665000,70000,Diesel,First Owner,5,67.04,23.59,1364
1936,Hyundai,2012,340000,92686,Diesel,Second Owner,5,88.76,21.9,1396
1937,Tata,2012,270000,80000,Diesel,First Owner,5,88.76,21.02,1248
1938,Hyundai,2014,250000,80000,Petrol,Second Owner,5,55.2,21.1,814
1939,Hyundai,2010,350000,90000,Diesel,Second Owner,5,90.0,23.0,1396
1940,Maruti,2018,600000,25000,Petrol,First Owner,5,81.8,21.21,1197
1941,Ford,2018,690000,13000,Petrol,First Owner,5,94.93,20.4,1194
1942,Hyundai,2018,350000,10000,Petrol,Second Owner,5,68.05,20.3,998
1943,Maruti,2012,220000,13000,Petrol,First Owner,5,67.1,20.92,998
1944,Renault,2019,700000,6500,Petrol,First Owner,7,72.0,20.0,999
1945,Hyundai,2013,198000,49500,Petrol,Second Owner,5,55.2,21.1,814
1946,Hyundai,2011,350000,50000,Diesel,First Owner,5,90.0,23.0,1396
1947,Tata,2011,210000,175000,Diesel,Second Owner,5,70.0,23.57,1396
1948,Tata,2011,210000,175000,Diesel,Second Owner,5,69.0,23.03,1396
1949,Maruti,2014,375000,110000,Diesel,Third Owner,5,73.94,23.2,1248
1950,Toyota,2018,780000,116000,Diesel,First Owner,5,67.05,23.59,1364
1951,Maruti,2020,445000,1000,Petrol,First Owner,5,81.8,21.21,1197
1952,Maruti,2013,300000,120000,Diesel,Second Owner,5,73.94,23.2,1248
1953,Honda,2017,950000,24000,Diesel,First Owner,7,98.6,21.9,1498
1954,Volkswagen,2017,750000,50000,Diesel,First Owner,5,108.6,22.27,1498
1955,Hyundai,2017,254999,34000,Petrol,First Owner,5,55.2,21.1,814
1956,Volkswagen,2017,655000,50000,Diesel,First Owner,5,108.495,22.0,1498
1957,Ford,2011,210000,84000,Diesel,Second Owner,5,68.0,20.0,1399
1958,Hyundai,2019,430000,18500,Petrol,First Owner,5,68.0,20.3,1086
1959,Tata,2012,155000,50000,Diesel,First Owner,5,69.0,23.03,1396
1960,Hyundai,2008,250000,100000,Petrol,Second Owner,5,68.05,19.81,1086
1961,Maruti,2005,125000,70000,Petrol,Fourth & Above Owner,5,46.3,19.7,796
1962,Hyundai,2020,500000,1000,Petrol,First Owner,5,68.07,20.3,1086
1963,Renault,2015,690000,80000,Diesel,First Owner,8,83.8,21.04,1461
1964,Maruti,2013,470000,150000,Diesel,First Owner,5,74.0,23.4,1248
1965,Ford,2013,275000,104300,Diesel,First Owner,5,68.1,20.0,1399
1966,Volkswagen,2020,800000,25000,Diesel,First Owner,5,108.62,21.66,1498
1967,Maruti,2013,409999,100000,Diesel,Third Owner,5,74.0,22.9,1248
1968,Hyundai,2015,1000000,73500,Diesel,First Owner,5,126.2,19.67,1582
1969,Volkswagen,2013,325000,155000,Diesel,Second Owner,5,103.6,20.54,1598
1970,Maruti,2012,625000,100000,Diesel,Second Owner,5,74.0,23.4,1248
1971,Maruti,2015,330000,84000,Petrol,Second Owner,5,67.04,23.1,998
1972,Hyundai,2011,300000,30000,Petrol,First Owner,5,68.05,19.81,1086
1973,Maruti,2016,650000,35000,Petrol,Second Owner,5,83.1,21.4,1197
1974,Mahindra,2015,380000,120000,Diesel,Second Owner,5,65.0,21.03,1461
1975,Hyundai,2012,590000,110000,Diesel,Second Owner,5,126.32,22.32,1582
1976,Renault,2012,220000,75000,Diesel,First Owner,5,63.12,23.08,1461
1977,Maruti,2015,475000,51000,Petrol,First Owner,5,81.8,22.0,1197
1978,Maruti,2017,525000,29000,Petrol,First Owner,5,81.8,20.89,1197
1979,Maruti,2015,365000,28000,Petrol,First Owner,5,81.8,20.52,1197
1980,Hyundai,2012,350000,120000,Diesel,Third Owner,5,126.32,22.32,1582
1981,Volkswagen,2013,325000,120000,Diesel,First Owner,5,73.9,22.07,1199
1982,Volkswagen,2013,360000,80000,Diesel,First Owner,5,73.9,22.07,1199
1983,Maruti,2010,148000,120000,Petrol,First Owner,5,67.1,20.92,998
1984,Toyota,2014,430999,120000,Diesel,First Owner,5,67.04,23.59,1364
1985,Renault,2019,300000,35000,Petrol,First Owner,5,67.0,23.01,999
1986,Ford,2010,260000,70000,Diesel,First Owner,5,68.0,20.0,1399
1987,Ford,2017,934000,101000,Diesel,First Owner,5,98.59,22.77,1498
1988,Volkswagen,2012,380000,200000,Diesel,First Owner,5,103.6,20.54,1598
1989,Maruti,2011,350000,118000,Diesel,Second Owner,5,73.9,21.1,1248
1990,Tata,2018,980000,20000,Diesel,First Owner,5,108.5,21.5,1497
1991,Tata,2018,969999,21871,Diesel,First Owner,5,108.5,21.5,1497
1992,Maruti,2015,250000,70000,Petrol,First Owner,5,47.3,22.74,796
1993,Tata,2018,950000,14000,Diesel,First Owner,5,108.5,21.5,1497
1994,Hyundai,2015,965000,60000,Diesel,First Owner,5,126.2,19.67,1582
1995,Maruti,2013,700000,37659,Diesel,First Owner,7,88.8,20.77,1248
1996,Maruti,2012,250000,89000,Diesel,Second Owner,5,73.94,23.2,1248
1997,Maruti,2013,680000,37500,Diesel,Second Owner,7,88.8,20.77,1248
1998,Maruti,2011,250000,90000,Diesel,Third Owner,5,73.9,21.1,1248
1999,Maruti,2013,550000,120000,Diesel,Third Owner,7,88.76,20.77,1248
2000,Maruti,2017,550000,46000,Petrol,First Owner,5,83.1,21.4,1197
2001,Toyota,2012,476999,90000,Diesel,Fourth & Above Owner,5,87.2,21.43,1364
2002,Maruti,2011,225000,90000,Petrol,First Owner,5,46.3,19.7,796
2003,Maruti,2010,190000,80000,Petrol,First Owner,5,46.3,19.7,796
2004,Maruti,2003,100000,164000,Petrol,Third Owner,5,46.3,19.7,796
2005,Maruti,2018,430000,14000,Petrol,First Owner,5,67.04,20.51,998
2006,Maruti,2015,313000,68203,Petrol,First Owner,5,67.05,21.79,998
2007,Renault,2016,600000,90000,Diesel,Second Owner,5,83.8,19.87,1461
2008,Maruti,2008,160000,70000,Petrol,Fourth & Above Owner,8,35.0,19.7,796
2009,Hyundai,2014,290000,31000,Petrol,First Owner,5,78.9,20.36,1197
2010,Maruti,2015,380000,20000,CNG,First Owner,5,61.7,21.94,1196
2011,Hyundai,2014,180000,62000,Petrol,First Owner,5,55.2,21.1,814
2012,Hyundai,2013,275000,20000,Petrol,First Owner,5,55.2,21.1,814
2013,Maruti,2014,325000,65204,Petrol,First Owner,5,67.04,23.1,998
2014,Maruti,2018,655000,15732,Petrol,First Owner,5,81.8,22.0,1197
2015,Maruti,2018,525000,33000,Petrol,First Owner,5,81.8,20.89,1197
2016,Maruti,2017,620000,90000,Petrol,First Owner,5,81.8,22.0,1197
2017,Tata,2018,400000,22000,Petrol,First Owner,5,84.0,20.3,1199
2018,Maruti,2017,400000,70000,Petrol,First Owner,5,67.04,20.51,998
2019,Renault,2013,399000,61000,Diesel,Second Owner,5,84.8,21.64,1461
2020,Volkswagen,2011,365000,65000,Diesel,Second Owner,5,103.6,20.54,1598
2021,Hyundai,2016,280000,100000,Petrol,First Owner,5,68.05,20.3,998
2022,Hyundai,2015,900000,50000,Diesel,First Owner,5,126.2,19.67,1582
2023,Volkswagen,2017,650000,49060,Diesel,First Owner,5,108.495,22.0,1498
2024,Maruti,2013,235000,18000,Petrol,First Owner,5,47.3,22.74,796
2025,Ford,2018,800000,37161,Diesel,First Owner,5,89.84,22.7,1498
2026,Hyundai,2016,1050000,80000,Diesel,First Owner,5,126.2,19.67,1582
2027,Volkswagen,2014,391000,120000,Diesel,Second Owner,5,88.8,20.14,1498
2028,Maruti,2012,370000,68000,Diesel,First Owner,5,74.0,23.4,1248
2029,Hyundai,2012,250000,25000,Petrol,First Owner,5,55.2,21.1,814
2030,Ford,2018,925000,50699,Diesel,First Owner,5,98.59,22.77,1498
2031,Hyundai,2016,700000,111000,Diesel,Second Owner,5,88.73,21.19,1396
2032,Maruti,2018,700000,48000,Petrol,Second Owner,5,100.5,21.1,998
2033,Ford,2011,180000,90000,Diesel,Third Owner,5,68.0,20.0,1399
2034,Toyota,2014,320000,90000,Diesel,Third Owner,5,67.06,23.59,1364
2035,Tata,2019,650000,20000,Petrol,First Owner,5,83.81,20.3,1199
2036,Maruti,2010,200000,70000,Diesel,Second Owner,5,73.9,21.1,1248
2037,Maruti,2008,114999,100000,Petrol,Second Owner,5,46.3,19.7,796
2038,Maruti,2013,500000,92000,Diesel,Third Owner,7,88.76,20.77,1248
2039,Tata,2018,850000,9500,Diesel,First Owner,5,108.5,21.5,1497
2040,Hyundai,2014,600000,100000,Diesel,Fourth & Above Owner,5,88.73,22.54,1396
2041,Ford,2018,990000,60000,Diesel,First Owner,5,98.96,23.0,1498
2042,Maruti,2017,745000,10000,Petrol,First Owner,5,83.1,21.4,1197
2043,Maruti,2019,540000,5000,Petrol,First Owner,5,81.8,20.52,1197
2044,Tata,2017,600000,27000,Diesel,First Owner,5,74.0,22.95,1248
2045,Hyundai,2018,640000,20000,Petrol,First Owner,5,81.86,20.14,1197
2046,Maruti,2016,500000,100000,Petrol,First Owner,5,81.8,20.4,1197
2047,Hyundai,2018,1200000,40000,Diesel,First Owner,5,126.2,22.0,1582
2048,Hyundai,2012,300000,45000,Petrol,First Owner,5,78.9,20.36,1197
2049,Hyundai,2017,350000,26263,Petrol,First Owner,5,55.2,21.1,814
2050,Maruti,2017,625000,25000,Petrol,First Owner,5,81.8,22.0,1197
2051,Maruti,2019,475000,5000,Petrol,First Owner,5,67.0,21.7,998
2052,Ford,2014,550000,105000,Diesel,First Owner,5,98.96,21.7,1498
2053,Maruti,2014,530000,90000,Diesel,First Owner,5,74.0,22.9,1248
2054,Maruti,2000,45957,90000,Petrol,Second Owner,5,46.3,19.7,796
2055,Hyundai,2012,190000,65000,Petrol,First Owner,5,55.2,21.1,814
2056,Hyundai,2014,730000,60000,Diesel,First Owner,5,126.32,22.32,1582
2057,Renault,2018,1265000,12000,Diesel,First Owner,5,108.45,20.37,1461
2058,Maruti,2009,130000,60000,Petrol,First Owner,5,46.3,19.7,796
2059,Maruti,2012,550000,93000,Diesel,First Owner,7,88.76,20.77,1248
2060,Maruti,2015,500000,117000,Petrol,First Owner,5,83.14,20.85,1197
2061,Maruti,2016,252000,30000,Petrol,First Owner,5,47.3,22.74,796
2062,Maruti,2004,100000,40000,Petrol,First Owner,5,46.3,19.7,796
2063,Maruti,2015,350000,46357,Petrol,Second Owner,5,67.04,20.51,998
2064,Renault,2016,620000,7000,Diesel,First Owner,8,83.8,21.04,1461
2065,Hyundai,2018,950000,70000,Diesel,First Owner,5,126.2,22.0,1582
2066,Hyundai,2012,360000,90000,Diesel,Second Owner,5,88.76,21.9,1396
2067,Hyundai,2011,270000,60000,Petrol,Second Owner,5,68.05,19.81,1086
2068,Hyundai,2015,650000,70000,Diesel,First Owner,5,88.73,22.54,1396
2069,Ford,2011,200000,170000,Diesel,Second Owner,5,68.0,20.0,1399
2070,Maruti,2012,416000,90000,Diesel,Second Owner,5,74.0,22.9,1248
2071,Tata,2013,190000,120000,Diesel,Second Owner,5,74.0,22.3,1248
2072,Hyundai,2012,195000,35000,Petrol,Second Owner,5,55.2,21.1,814
2073,Hyundai,2012,220000,67000,Petrol,Second Owner,5,78.9,20.36,1197
2074,Maruti,2016,320000,46737,Petrol,First Owner,5,47.3,22.74,796
2075,Hyundai,2012,450000,200000,Diesel,Second Owner,5,126.32,22.32,1582
2076,Maruti,2018,432000,30000,Petrol,First Owner,5,67.04,20.51,998
2077,Maruti,2011,135000,110048,Petrol,Third Owner,5,67.1,20.92,998
2078,Maruti,2006,120000,70000,Petrol,Third Owner,5,46.3,19.7,796
2079,Renault,2017,750000,20171,Diesel,First Owner,5,108.5,19.87,1461
2080,Maruti,2018,470000,30000,Petrol,First Owner,5,67.04,23.1,998
2081,Maruti,2018,390000,25000,Petrol,Second Owner,5,67.04,20.51,998
2082,Hyundai,2017,780000,28000,Diesel,First Owner,5,88.73,22.54,1396
2083,Hyundai,2011,450000,100000,Diesel,First Owner,5,126.3,22.32,1582
2084,Ford,2012,260000,194000,Diesel,First Owner,5,68.0,20.0,1399
2085,Ford,2018,880000,65000,Diesel,First Owner,5,98.96,23.0,1498
2086,Tata,2018,800000,85000,Diesel,Second Owner,5,108.5,21.5,1497
2087,Hyundai,2011,450000,128000,Diesel,Second Owner,5,126.32,22.32,1582
2088,Hyundai,2012,450000,128000,Diesel,Second Owner,5,126.32,22.32,1582
2089,Renault,2013,325000,100000,Diesel,Third Owner,5,83.8,20.45,1461
2090,Maruti,2017,425000,12000,Petrol,First Owner,5,67.04,23.1,998
2091,Toyota,2014,425000,50000,Diesel,First Owner,5,67.06,23.59,1364
